TAIL_NUM,MFR,MODEL,MODEL_STD,YEAR MFR
N719FR,AIRBUS,A321-211,A321-200,2017
N720FR,AIRBUS,A321-211,A321-200,2017
N721FR,AIRBUS,A321-211,A321-200,2017
N722FR,AIRBUS,A321-211,A321-200,2018
N723FR,AIRBUS,A321-211,A321-200,2018
N119NN,AIRBUS,A321-231,A321-200,2014
N121AN,AIRBUS,A321-231,A321-200,2014
N122NN,AIRBUS,A321-231,A321-200,2014
N123NN,AIRBUS,A321-231,A321-200,2014
N124AA,AIRBUS,A321-231,A321-200,2014
N125AA,AIRBUS,A321-231,A321-200,2014
N126AN,AIRBUS,A321-231,A321-200,2014
N127AA,AIRBUS,A321-231,A321-200,2014
N128AN,AIRBUS,A321-231,A321-200,2014
N129AA,AIRBUS,A321-231,A321-200,2014
N130AN,AIRBUS,A321-231,A321-200,2014
N131NN,AIRBUS,A321-231,A321-200,2015
N132AN,AIRBUS,A321-231,A321-200,2015
N133AN,AIRBUS,A321-231,A321-200,2015
N134AN,AIRBUS,A321-231,A321-200,2015
N135NN,AIRBUS,A321-231,A321-200,2015
N136AN,AIRBUS,A321-231,A321-200,2015
N137AA,AIRBUS,A321-231,A321-200,2015
N138AN,AIRBUS,A321-231,A321-200,2015
N139AN,AIRBUS,A321-231,A321-200,2015
N140AN,AIRBUS,A321-231,A321-200,2015
N141NN,AIRBUS,A321-231,A321-200,2015
N143AN,AIRBUS,A321-231,A321-200,2015
N144AN,AIRBUS,A321-231,A321-200,2015
N145AN,AIRBUS,A321-231,A321-200,2015
N146AA,AIRBUS,A321-231,A321-200,2015
N147AA,AIRBUS,A321-231,A321-200,2015
N148AN,AIRBUS,A321-231,A321-200,2015
N149AN,AIRBUS,A321-231,A321-200,2015
N150NN,AIRBUS,A321-231,A321-200,2015
N151AN,AIRBUS,A321-231,A321-200,2015
N152AA,AIRBUS,A321-231,A321-200,2015
N153AN,AIRBUS,A321-231,A321-200,2015
N154AA,AIRBUS,A321-231,A321-200,2016
N155NN,AIRBUS,A321-231,A321-200,2016
N156AN,AIRBUS,A321-231,A321-200,2016
N157AA,AIRBUS,A321-231,A321-200,2016
N158AN,AIRBUS,A321-231,A321-200,2016
N159AN,AIRBUS,A321-231,A321-200,2016
N160AN,AIRBUS,A321-231,A321-200,2016
N161AA,AIRBUS,A321-231,A321-200,2016
N162AA,AIRBUS,A321-231,A321-200,2016
N163AA,AIRBUS,A321-231,A321-200,2016
N164NN,AIRBUS,A321-231,A321-200,2016
N165NN,AIRBUS,A321-231,A321-200,2016
N166NN,AIRBUS,A321-231,A321-200,2016
N167AN,AIRBUS,A321-231,A321-200,2016
N507AY,AIRBUS,A321-231,A321-200,2008
N508AY,AIRBUS,A321-231,A321-200,2008
N509AY,AIRBUS,A321-231,A321-200,2009
N510UW,AIRBUS,A321-231,A321-200,2009
N519UW,AIRBUS,A321-231,A321-200,2009
N521UW,AIRBUS,A321-231,A321-200,2009
N523UW,AIRBUS,A321-231,A321-200,2009
N524UW,AIRBUS,A321-231,A321-200,2009
N534UW,AIRBUS,A321-231,A321-200,2009
N535UW,AIRBUS,A321-231,A321-200,2009
N536UW,AIRBUS,A321-231,A321-200,2009
N537UW,AIRBUS,A321-231,A321-200,2009
N538UW,AIRBUS,A321-231,A321-200,2009
N539UW,AIRBUS,A321-231,A321-200,2009
N540UW,AIRBUS,A321-231,A321-200,2009
N542UW,AIRBUS,A321-231,A321-200,2009
N543UW,AIRBUS,A321-231,A321-200,2011
N544UW,AIRBUS,A321-231,A321-200,2011
N545UW,AIRBUS,A321-231,A321-200,2011
N546UW,AIRBUS,A321-231,A321-200,2011
N549UW,AIRBUS,A321-231,A321-200,2011
N551UW,AIRBUS,A321-231,A321-200,2011
N552UW,AIRBUS,A321-231,A321-200,2011
N553UW,AIRBUS,A321-231,A321-200,2011
N554UW,AIRBUS,A321-231,A321-200,2011
N556UW,AIRBUS,A321-231,A321-200,2012
N557UW,AIRBUS,A321-231,A321-200,2012
N558UW,AIRBUS,A321-231,A321-200,2012
N559UW,AIRBUS,A321-231,A321-200,2012
N560UW,AIRBUS,A321-231,A321-200,2012
N561UW,AIRBUS,A321-231,A321-200,2012
N562UW,AIRBUS,A321-231,A321-200,2012
N563UW,AIRBUS,A321-231,A321-200,2012
N567UW,AIRBUS,A321-231,A321-200,2013
N568UW,AIRBUS,A321-231,A321-200,2013
N580UW,AIRBUS,A321-231,A321-200,2014
N586UW,AIRBUS,A321-231,A321-200,2014
N587UW,AIRBUS,A321-231,A321-200,2014
N658NK,AIRBUS,A321-231,A321-200,2015
N659NK,AIRBUS,A321-231,A321-200,2015
N660NK,AIRBUS,A321-231,A321-200,2015
N661NK,AIRBUS,A321-231,A321-200,2015
N662NK,AIRBUS,A321-231,A321-200,2015
N663NK,AIRBUS,A321-231,A321-200,2016
N664NK,AIRBUS,A321-231,A321-200,2016
N665NK,AIRBUS,A321-231,A321-200,2016
N667NK,AIRBUS,A321-231,A321-200,2016
N668NK,AIRBUS,A321-231,A321-200,2016
N669NK,AIRBUS,A321-231,A321-200,2016
N670NK,AIRBUS,A321-231,A321-200,2016
N671NK,AIRBUS,A321-231,A321-200,2016
N672NK,AIRBUS,A321-231,A321-200,2017
N673NK,AIRBUS,A321-231,A321-200,2017
N674NK,AIRBUS,A321-231,A321-200,2017
N675NK,AIRBUS,A321-231,A321-200,2017
N676NK,AIRBUS,A321-231,A321-200,2017
N677NK,AIRBUS,A321-231,A321-200,2017
N678NK,AIRBUS,A321-231,A321-200,2017
N679NK,AIRBUS,A321-231,A321-200,2017
N680NK,AIRBUS,A321-231,A321-200,2017
N681NK,AIRBUS,A321-231,A321-200,2017
N682NK,AIRBUS,A321-231,A321-200,2017
N683NK,AIRBUS,A321-231,A321-200,2018
N684NK,AIRBUS,A321-231,A321-200,2018
N685NK,AIRBUS,A321-231,A321-200,2018
N686NK,AIRBUS,A321-231,A321-200,2018
N687NK,AIRBUS,A321-231,A321-200,2018
N900UW,AIRBUS,A321-231,A321-200,2017
N901AA,AIRBUS,A321-231,A321-200,2017
N902AA,AIRBUS,A321-231,A321-200,2017
N903AA,AIRBUS,A321-231,A321-200,2017
N904AA,AIRBUS,A321-231,A321-200,2017
N905AU,AIRBUS,A321-231,A321-200,2017
N906AA,AIRBUS,A321-231,A321-200,2017
N907AA,AIRBUS,A321-231,A321-200,2017
N908AA,AIRBUS,A321-231,A321-200,2017
N909AM,AIRBUS,A321-231,A321-200,2017
N912UY,AIRBUS,A321-231,A321-200,2014
N913US,AIRBUS,A321-231,A321-200,2014
N914UY,AIRBUS,A321-231,A321-200,2014
N915US,AIRBUS,A321-231,A321-200,2014
N916US,AIRBUS,A321-231,A321-200,2015
N917UY,AIRBUS,A321-231,A321-200,2015
N918US,AIRBUS,A321-231,A321-200,2015
N919US,AIRBUS,A321-231,A321-200,2015
N920US,AIRBUS,A321-231,A321-200,2015
N921US,AIRBUS,A321-231,A321-200,2015
N922US,AIRBUS,A321-231,A321-200,2015
N923US,AIRBUS,A321-231,A321-200,2015
N924US,AIRBUS,A321-231,A321-200,2015
N925UY,AIRBUS,A321-231,A321-200,2015
N926UW,AIRBUS,A321-231,A321-200,2015
N927UW,AIRBUS,A321-231,A321-200,2015
N928AM,AIRBUS,A321-231,A321-200,2017
N929AA,AIRBUS,A321-231,A321-200,2017
N930AU,AIRBUS,A321-231,A321-200,2017
N931AM,AIRBUS,A321-231,A321-200,2017
N932AM,AIRBUS,A321-231,A321-200,2017
N933AM,AIRBUS,A321-231,A321-200,2017
N934AA,AIRBUS,A321-231,A321-200,2017
N970UY,AIRBUS,A321-231,A321-200,2009
N971UY,AIRBUS,A321-231,A321-200,nan
N972UY,AIRBUS,A321-231,A321-200,2009
N973UY,AIRBUS,A321-231,A321-200,2011
N974UY,AIRBUS,A321-231,A321-200,2011
N975UY,AIRBUS,A321-231,A321-200,2011
N976UY,AIRBUS,A321-231,A321-200,2012
N977UY,AIRBUS,A321-231,A321-200,2012
N978UY,AIRBUS,A321-231,A321-200,2012
N979UY,AIRBUS,A321-231,A321-200,2013
N980UY,AIRBUS,A321-231,A321-200,2013
N981UY,AIRBUS,A321-231,A321-200,2013
N982VJ,AIRBUS,A321-231,A321-200,2012
N986AN,AIRBUS,A321-231,A321-200,2016
N987AM,AIRBUS,A321-231,A321-200,2016
N988AL,AIRBUS,A321-231,A321-200,2016
N989AU,AIRBUS,A321-231,A321-200,2016
N990AU,AIRBUS,A321-231,A321-200,2016
N991AU,AIRBUS,A321-231,A321-200,2016
N992AU,AIRBUS,A321-231,A321-200,2016
N993AN,AIRBUS,A321-231,A321-200,2016
N994AN,AIRBUS,A321-231,A321-200,2016
N996AN,AIRBUS,A321-231,A321-200,2016
N997AA,AIRBUS,A321-231,A321-200,2017
N998AN,AIRBUS,A321-231,A321-200,2017
N953XV,AIRBUS,A321-253N,A321-200,2018
N957XV,AIRBUS,A321-253N,A321-200,2018
N958XV,AIRBUS,A321-253N,A321-200,2019
N404AN,AIRBUS,A321-253NX,A321-200,2019
N410AN,AIRBUS,A321-253NX,A321-200,2019
N429AN,AIRBUS,A321-253NX,A321-200,2021
N437AN,AIRBUS,A321-253NX,A321-200,2021
N443AA,AIRBUS,A321-253NX,A321-200,2021
N466AN,AIRBUS,A321-253NX,A321-200,2022
N469AN,AIRBUS,A321-253NX,A321-200,2023
N503DZ,AIRBUS,A321-271NX,A321-200,2022
N576DN,AIRBUS,A321-271NX,A321-200,2024
N603FR,AIRBUS,A321-271NX,A321-200,2022
N604FR,AIRBUS,A321-271NX,A321-200,2022
N605FR,AIRBUS,A321-271NX,A321-200,2022
N606FR,AIRBUS,A321-271NX,A321-200,2023
N607FR,AIRBUS,A321-271NX,A321-200,2022
N609FR,AIRBUS,A321-271NX,A321-200,nan
N610FR,AIRBUS,A321-271NX,A321-200,2022
N611FR,AIRBUS,A321-271NX,A321-200,2023
N612FR,AIRBUS,A321-271NX,A321-200,2023
N613FR,AIRBUS,A321-271NX,A321-200,2023
N614FR,AIRBUS,A321-271NX,A321-200,2023
N615FR,AIRBUS,A321-271NX,A321-200,2023
N616FR,AIRBUS,A321-271NX,A321-200,2023
N620FR,AIRBUS,A321-271NX,A321-200,2023
N621FR,AIRBUS,A321-271NX,A321-200,2023
N622FR,AIRBUS,A321-271NX,A321-200,2023
N624FR,AIRBUS,A321-271NX,A321-200,2023
N625FR,AIRBUS,A321-271NX,A321-200,2023
N626FR,AIRBUS,A321-271NX,A321-200,nan
N629FR,AIRBUS,A321-271NX,A321-200,2023
N630FR,AIRBUS,A321-271NX,A321-200,2023
N631FR,AIRBUS,A321-271NX,A321-200,2023
N633FR,AIRBUS,A321-271NX,A321-200,2023
N634FR,AIRBUS,A321-271NX,A321-200,2023
N635FR,AIRBUS,A321-271NX,A321-200,2024
N636FR,AIRBUS,A321-271NX,A321-200,2024
N637FR,AIRBUS,A321-271NX,A321-200,2024
N639FR,AIRBUS,A321-271NX,A321-200,2024
N645FR,AIRBUS,A321-271NX,A321-200,2024
N646FR,AIRBUS,A321-271NX,A321-200,2024
N649FR,AIRBUS,A321-271NX,A321-200,2024
N656FR,AIRBUS,A321-271NX,A321-200,2024
N662FR,AIRBUS,A321-271NX,A321-200,2024
N665FR,AIRBUS,A321-271NX,A321-200,2025
N668FR,AIRBUS,A321-271NX,A321-200,2025
N702NK,AIRBUS,A321-271NX,A321-200,2023
N705NK,AIRBUS,A321-271NX,A321-200,2023
N708NK,AIRBUS,A321-271NX,A321-200,2023
N713NK,AIRBUS,A321-271NX,A321-200,2024
N715NK,AIRBUS,A321-271NX,A321-200,2024
N3008J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2020
N301DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N3023J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N302DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,nan
N303DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2020
N3044J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N304DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2020
N3058J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N305DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2020
N3062J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N3065J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N306DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2020
N3077J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N307DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,nan
N3085J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N308DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N309DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N3102J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2022
N310DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2021
N3112J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2022
N3113J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2022
N3115J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2022
N3118J,AIRBUS CANADA LP,BD-500-1A11,A220-300,2022
N311DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2022
N313DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2022
N318DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2023
N319DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2023
N320DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2023
N321DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2023
N325DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2024
N326DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2024
N327DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2024
N330DU,AIRBUS CANADA LP,BD-500-1A11,A220-300,2025
N117DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,A220-100,2019
N120DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,A220-100,2019
N121DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,A220-100,2019
N128DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,A220-100,2019
N129DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,A220-100,nan
N131DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,A220-100,2020
N700UW,AIRBUS INDUSTRIE,A319-112,A319-100,1998
N701UW,AIRBUS INDUSTRIE,A319-112,A319-100,1998
N702UW,AIRBUS INDUSTRIE,A319-112,A319-100,1998
N703UW,AIRBUS INDUSTRIE,A319-112,A319-100,1998
N704US,AIRBUS INDUSTRIE,A319-112,A319-100,1998
N705UW,AIRBUS INDUSTRIE,A319-112,A319-100,nan
N708UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N709UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N710UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N711UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N712US,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N713UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N714US,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N715UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N716UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N717UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N721UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N722US,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N723UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N724UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N725UW,AIRBUS INDUSTRIE,A319-112,A319-100,1999
N730US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N732US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N733UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N737US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N738US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N740UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N741UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N742PS,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N744P,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N745VJ,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N746UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N747UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N748UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N749US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N750UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N751UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N752US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N753US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N754UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N755US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N756US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N757UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N758US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N760US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N762US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N763US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N764US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N765US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N766US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N767UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N768US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N769US,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N770UW,AIRBUS INDUSTRIE,A319-112,A319-100,2000
N301NB,AIRBUS INDUSTRIE,A319-114,A319-100,1999
N302NB,AIRBUS INDUSTRIE,A319-114,A319-100,1999
N314NB,AIRBUS INDUSTRIE,A319-114,A319-100,2000
N315NB,AIRBUS INDUSTRIE,A319-114,A319-100,2000
N316NB,AIRBUS INDUSTRIE,A319-114,A319-100,2000
N317NB,AIRBUS INDUSTRIE,A319-114,A319-100,2000
N318NB,AIRBUS INDUSTRIE,A319-114,A319-100,2000
N319NB,AIRBUS INDUSTRIE,A319-114,A319-100,2000
N320NB,AIRBUS INDUSTRIE,A319-114,A319-100,2000
N321NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N322NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N323NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N324NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N325NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N326NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N327NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N328NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N329NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N331NB,AIRBUS INDUSTRIE,A319-114,A319-100,nan
N332NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N333NB,AIRBUS INDUSTRIE,A319-114,A319-100,2001
N334NB,AIRBUS INDUSTRIE,A319-114,A319-100,2002
N335NB,AIRBUS INDUSTRIE,A319-114,A319-100,2002
N336NB,AIRBUS INDUSTRIE,A319-114,A319-100,2002
N337NB,AIRBUS INDUSTRIE,A319-114,A319-100,2002
N801UA,AIRBUS INDUSTRIE,A319-131,A319-100,1997
N802UA,AIRBUS INDUSTRIE,A319-131,A319-100,1997
N803UA,AIRBUS INDUSTRIE,A319-131,A319-100,1997
N804UA,AIRBUS INDUSTRIE,A319-131,A319-100,1997
N805UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N806UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N807UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N808UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N809UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N810UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N811UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N812UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N813UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N814UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N815UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N816UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N817UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N818UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N819UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N820UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N821UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N822UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N823UA,AIRBUS INDUSTRIE,A319-131,A319-100,1998
N824UA,AIRBUS INDUSTRIE,A319-131,A319-100,1999
N825UA,AIRBUS INDUSTRIE,A319-131,A319-100,1999
N826UA,AIRBUS INDUSTRIE,A319-131,A319-100,1999
N827UA,AIRBUS INDUSTRIE,A319-131,A319-100,1999
N828UA,AIRBUS INDUSTRIE,A319-131,A319-100,1999
N829UA,AIRBUS INDUSTRIE,A319-131,A319-100,2000
N830UA,AIRBUS INDUSTRIE,A319-131,A319-100,2000
N831UA,AIRBUS INDUSTRIE,A319-131,A319-100,2000
N832UA,AIRBUS INDUSTRIE,A319-131,A319-100,2000
N833UA,AIRBUS INDUSTRIE,A319-131,A319-100,2000
N834UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N835UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N836UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N837UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N838UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N839UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N840UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N841UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N842UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N843UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N844UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N845UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N846UA,AIRBUS INDUSTRIE,A319-131,A319-100,2001
N848UA,AIRBUS INDUSTRIE,A319-131,A319-100,2002
N849UA,AIRBUS INDUSTRIE,A319-131,A319-100,2002
N850UA,AIRBUS INDUSTRIE,A319-131,A319-100,2002
N535NK,AIRBUS INDUSTRIE,A319-132,A319-100,2010
N536NK,AIRBUS INDUSTRIE,A319-132,A319-100,2010
N801AW,AIRBUS INDUSTRIE,A319-132,A319-100,1998
N802AW,AIRBUS INDUSTRIE,A319-132,A319-100,1998
N803AW,AIRBUS INDUSTRIE,A319-132,A319-100,1998
N804AW,AIRBUS INDUSTRIE,A319-132,A319-100,1999
N805AW,AIRBUS INDUSTRIE,A319-132,A319-100,1999
N806AW,AIRBUS INDUSTRIE,A319-132,A319-100,1999
N807AW,AIRBUS INDUSTRIE,A319-132,A319-100,1999
N808AW,AIRBUS INDUSTRIE,A319-132,A319-100,1999
N809AW,AIRBUS INDUSTRIE,A319-132,A319-100,1999
N810AW,AIRBUS INDUSTRIE,A319-132,A319-100,1999
N812AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N813AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N814AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N815AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N816AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N817AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N818AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N819AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N820AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N821AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N822AW,AIRBUS INDUSTRIE,A319-132,A319-100,2000
N824AW,AIRBUS INDUSTRIE,A319-132,A319-100,2001
N825AW,AIRBUS INDUSTRIE,A319-132,A319-100,2001
N826AW,AIRBUS INDUSTRIE,A319-132,A319-100,nan
N827AW,AIRBUS INDUSTRIE,A319-132,A319-100,2001
N828AW,AIRBUS INDUSTRIE,A319-132,A319-100,nan
N829AW,AIRBUS INDUSTRIE,A319-132,A319-100,nan
N831AW,AIRBUS INDUSTRIE,A319-132,A319-100,2001
N832AW,AIRBUS INDUSTRIE,A319-132,A319-100,2001
N319US,AIRBUS INDUSTRIE,A320-211,A320-200,1991
N321US,AIRBUS INDUSTRIE,A320-211,A320-200,1991
N323US,AIRBUS INDUSTRIE,A320-211,A320-200,1991
N324US,AIRBUS INDUSTRIE,A320-211,A320-200,1991
N325US,AIRBUS INDUSTRIE,A320-211,A320-200,1991
N327NW,AIRBUS INDUSTRIE,A320-211,A320-200,1992
N328NW,AIRBUS INDUSTRIE,A320-211,A320-200,1992
N329NW,AIRBUS INDUSTRIE,A320-211,A320-200,1992
N333NW,AIRBUS INDUSTRIE,A320-211,A320-200,1992
N334NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N335NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N336NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N337NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N338NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N339NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N340NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N341NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N342NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N343NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N344NW,AIRBUS INDUSTRIE,A320-212,A320-200,1992
N345NW,AIRBUS INDUSTRIE,A320-212,A320-200,1993
N347NW,AIRBUS INDUSTRIE,A320-212,A320-200,1993
N348NW,AIRBUS INDUSTRIE,A320-212,A320-200,1993
N349NW,AIRBUS INDUSTRIE,A320-212,A320-200,1993
N350NA,AIRBUS INDUSTRIE,A320-212,A320-200,1993
N351NW,AIRBUS INDUSTRIE,A320-212,A320-200,1997
N352NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N353NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N354NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N355NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N356NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N357NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N358NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N359NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N360NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N361NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N362NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N363NW,AIRBUS INDUSTRIE,A320-212,A320-200,1998
N364NW,AIRBUS INDUSTRIE,A320-212,A320-200,1999
N365NW,AIRBUS INDUSTRIE,A320-212,A320-200,1999
N366NW,AIRBUS INDUSTRIE,A320-212,A320-200,1999
N367NW,AIRBUS INDUSTRIE,A320-212,A320-200,1999
N368NW,AIRBUS INDUSTRIE,A320-212,A320-200,1999
N369NW,AIRBUS INDUSTRIE,A320-212,A320-200,1999
N370NW,AIRBUS INDUSTRIE,A320-212,A320-200,1999
N371NW,AIRBUS INDUSTRIE,A320-212,A320-200,2001
