TAIL_NUM,tail_raw,tail_display,MFR,MODEL,TYPE-ACFT,TYPE-ENG,YEAR MFR,AIR WORTH DATE,STATUS CODE,MODE S CODE,MODE S CODE HEX,HAS_MODEL,FOUND_IN_MASTER,FOUND_IN_ACFTREF
N423UA,N423UA,N423UA,,,,,,,,,,False,False,False
N821NN,N821NN,N821NN,BOEING,737-823,5,5,2010,20100112,V,52632713,AB35CB,True,True,True
N615NN,N615NN,N615NN,BOMBARDIER INC,CL-600-2D24,5,5,2020,20200326,V,52001212,A8028A,True,True,True
N817DN,N817DN,N817DN,BOEING,737-932ER,5,5,2014,20140317,V,52621665,AB23B5,True,True,True
N910NK,N910NK,N910NK,AIRBUS,A320-271N,5,5,2018,20181221,V,53113741,AC97E1,True,True,True
N754UW,N754UW,N754UW,AIRBUS INDUSTRIE,A319-112,5,5,2000,20001016,V,52425274,AA2ABC,True,True,True
N818DA,N818DA,N818DA,BOEING,737-932ER,5,5,2014,20140315,V,52623540,AB2760,True,True,True
N978NN,N978NN,N978NN,BOEING,737-823,5,5,2015,20150915,V,53321226,ADA296,True,True,True
N37293,N37293,N37293,BOEING,737-824,5,5,2005,20050706,V,51037350,A43EE8,True,True,True
N913NN,N913NN,N913NN,BOEING,737-823,5,5,2013,20130116,V,53121411,ACA309,True,True,True
N988NN,N988NN,N988NN,BOEING,737-823,5,5,2016,20160319,V,53345025,ADCA15,True,True,True
N9017P,N9017P,N9017P,AIRBUS,A319-115,5,5,2014,20140506,V,53073076,AC763E,True,True,True
N923DZ,N923DZ,N923DZ,BOEING,737-900ER,5,5,2019,20190401,V,53144662,ACC9B2,True,True,True
N892NN,N892NN,N892NN,BOEING,737-823,5,5,2012,20120515,V,53046773,AC4DFB,True,True,True
N362FR,N362FR,N362FR,AIRBUS,A320-251N,5,5,2019,20191025,V,51012107,A41447,True,True,True
N4005X,N4005X,N4005X,AIRBUS,A319-115,5,5,2013,20130827,V,51127676,A4AFBE,True,True,True
N886DN,N886DN,N886DN,BOEING,737-900ER,5,5,2017,20171105,V,53032167,AC3477,True,True,True
N186US,N186US,N186US,AIRBUS,A321-211,5,5,2002,20020416,V,50254311,A158C9,True,True,True
N288NN,N288NN,N288NN,EMBRAER S A,ERJ 170-200 LR,5,5,2019,20191122,V,50566354,A2ECEC,True,True,True
N428YX,N428YX,N428YX,EMBRAER S A,ERJ 170-200 LR,5,5,2014,20140528,V,51215623,A51B93,True,True,True
N334FR,N334FR,N334FR,AIRBUS,A320-251N,5,5,2018,20180628,V,50722470,A3A538,True,True,True
N987AM,N987AM,N987AM,AIRBUS,A321-231,5,5,2016,20160831,V,53342461,ADC531,True,True,True
N819NN,N819NN,N819NN,BOEING,737-823,5,5,2009,20091210,V,52626004,AB2C04,True,True,True
N7744A,N7744A,N7744A,BOEING,737-7BD,5,5,2007,20130812,V,52475310,AA7AC8,True,True,True
N68891,N68891,N68891,BOEING,737-924ER,5,5,2015,20151003,V,52222234,A9249C,True,True,True
N3752,N3752,N3752,BOEING,737-832,5,5,2001,20010719,V,51044374,A448FC,True,True,True
N337FR,N337FR,N337FR,AIRBUS,A320-251N,5,5,2018,20181026,V,50730135,A3B05D,True,True,True
N923NN,N923NN,N923NN,BOEING,737-823,5,5,2013,20130407,V,53145210,ACCA88,True,True,True
N453WN,N453WN,N453WN,BOEING,737-7H4,5,5,2004,20040329,V,51277502,A57F42,True,True,True
N76533,N76533,N76533,BOEING,737-824,5,5,2016,20160627,V,52453370,AA56F8,True,True,True
N763CC,N763CC,N763CC,EMBRAER,ERJ 170-100 STD,5,5,,,V,52446342,AA4CE2,True,True,True
N942AN,N942AN,N942AN,BOEING,737-823,5,5,2000,20000814,V,53212243,AD14A3,True,True,True
N556NN,N556NN,N556NN,BOMBARDIER INC,CL-600-2D24,5,5,2014,20141030,V,51613356,A716EE,True,True,True
N3760C,N3760C,N3760C,BOEING,737-832,5,5,2001,20011003,V,51046160,A44C70,True,True,True
N472UA,N472UA,N472UA,AIRBUS INDUSTRIE,A320-232,5,5,2001,20010511,V,51345113,A5CA4B,True,True,True
N268NN,N268NN,N268NN,EMBRAER S A,ERJ 170-200 LR,5,5,2018,20181220,V,50516756,A29DEE,True,True,True
N301PA,N301PA,N301PA,BOEING,737-800,5,5,2016,20161220,V,50622117,A3244F,True,True,True
N53442,N53442,N53442,BOEING,737-924ER,5,5,2009,20090910,V,51541110,A6C248,True,True,True
N409UA,N409UA,N409UA,,,,,,,,,,False,False,False
N229FR,N229FR,N229FR,,,,,,,,,,False,False,False
N352FR,N352FR,N352FR,AIRBUS SAS,A320-251N,5,5,2019,20190620,V,50766310,A3ECC8,True,True,True
N722EV,N722EV,N722EV,BOMBARDIER INC,CL-600-2C10,5,5,2003,20040109,V,52325562,A9AB72,True,True,True
N446UA,N446UA,N446UA,AIRBUS INDUSTRIE,A320-232,5,5,1998,19980702,V,51261252,A562AA,True,True,True
N589AS,N589AS,N589AS,BOEING,737-890,5,5,2007,20071204,V,51713550,A79768,True,True,True
N619NK,N619NK,N619NK,AIRBUS,A320-232,5,5,2013,20130325,V,52010543,A81163,True,True,True
N607NN,N607NN,N607NN,BOMBARDIER INC,CL-600-2D24,5,5,2019,20190829,V,51761171,A7E279,True,True,True
N974AN,N974AN,N974AN,BOEING,737-823,5,5,2001,20011027,V,53311216,AD928E,True,True,True
N381FR,N381FR,N381FR,AIRBUS,A320-251N,5,5,2021,20210427,V,51057616,A45F8E,True,True,True
N39463,N39463,N39463,BOEING,737-924ER,5,5,2012,20121127,V,51112353,A494EB,True,True,True
N760MQ,N760MQ,N760MQ,EMBRAER,ERJ 170-100 STD,5,5,2009,20210812,V,52441252,AA42AA,True,True,True
N78448,N78448,N78448,BOEING,737-924ER,5,5,2012,20120222,V,52521147,AAA267,True,True,True
N386FR,N386FR,N386FR,AIRBUS,A320-251N,5,5,2021,20210929,V,51071041,A47221,True,True,True
N325DN,N325DN,N325DN,AIRBUS SAS,A321-213,5,5,2017,20250219,V,50700473,A3813B,True,True,True
N823DN,N823DN,N823DN,BOEING,737-932ER,5,5,2014,20140702,V,52636130,AB3C58,True,True,True
N720EV,N720EV,N720EV,BOMBARDIER INC,CL-600-2C10,5,5,2003,20030910,V,52322004,A9A404,True,True,True
N804AW,N804AW,N804AW,AIRBUS INDUSTRIE,A319-132,5,4,1999,19990830,V,52570316,AAF0CE,True,True,True
N234WN,N234WN,N234WN,BOEING,737-7H4,5,5,2006,20060324,V,50414535,A2195D,True,True,True
N981AN,N981AN,N981AN,BOEING,737-823,5,5,2009,20090414,V,53327350,ADAEE8,True,True,True
