TAIL_NUM,tail_raw,tail_display,MFR,MODEL,TYPE-ACFT,TYPE-ENG,YEAR MFR,AIR WORTH DATE,STATUS CODE,MODE S CODE,MODE S CODE HEX,HAS_MODEL,FOUND_IN_MASTER,FOUND_IN_ACFTREF
N985NK,N985NK,N985NK,AIRBUS,A320-271N,5,5,2023,20230928,V,53337355,ADBEED,True,True,True
N982AK,N982AK,N982AK,BOEING,737-9,5,5,2023,20230621,V,53331234,ADB29C,True,True,True
N258NN,N258NN,N258NN,EMBRAER,ERJ 170-200 LR,5,5,2017,20170713,V,50473157,A2766F,True,True,True
N370DN,N370DN,N370DN,AIRBUS,A321-211,5,5,2019,20190301,V,51032043,A43423,True,True,True
N321DU,N321DU,N321DU,AIRBUS CANADA LP,BD-500-1A11,5,5,2023,20231219,V,50671145,A37265,True,True,True
N803UA,N803UA,N803UA,AIRBUS INDUSTRIE,A319-131,5,4,1997,19971215,V,52567305,AAEEC5,True,True,True
N47340,N47340,N47340,BOEING,737-8,5,5,2023,20231207,V,51347474,A5CF3C,True,True,True
N709NK,N709NK,N709NK,AIRBUS S A S,A321-271NX,5,5,2023,20231011,V,52273463,A97733,True,True,True
N311VE,N311VE,N311VE,EMBRAER S A,ERJ 170-200 LR,5,5,2023,20231215,V,50646150,A34C68,True,True,True
250NV,250NV,N250NV,AIRBUS,A320-214,5,5,2017,20170719,V,50454276,A258BE,True,True,True
N705NK,N705NK,N705NK,AIRBUS,A321-271NX,5,5,2023,20231013,V,52264127,A96857,True,True,True
N919AT,N919AT,N919AT,BOEING,717-200,5,5,2001,20010219,V,53134054,ACB82C,True,True,True
N362DN,N362DN,N362DN,AIRBUS SAS,A321-213,5,5,2018,20220907,V,51012022,A41412,True,True,True
N909AN,N909AN,N909AN,BOEING,737-823,5,5,1999,19990519,V,53110250,AC90A8,True,True,True
N974AT,N974AT,N974AT,BOEING,717-200,5,5,2002,20020222,V,53311223,AD9293,True,True,True
N300LK,N300LK,N300LK,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,5,5,2020,20201119,V,50620126,A32056,True,True,True
N947AT,N947AT,N947AT,BOEING,717-200,5,5,1999,19991204,V,53223473,AD273B,True,True,True
N933AN,N933AN,N933AN,BOEING,737-823,5,5,2000,20000512,V,53170333,ACF0DB,True,True,True
N899AT,N899AT,N899AT,BOEING,717-200,5,5,2005,20050425,V,53063325,AC66D5,True,True,True
N992AT,N992AT,N992AT,BOEING,717-200,5,5,2002,20020820,V,53355043,ADDA23,True,True,True
N337TN,N337TN,N337TN,BOEING,737-8,5,5,2023,20231128,V,50730606,A3B186,True,True,True
N339TP,N339TP,N339TP,BOEING,737-8,5,5,2023,20231213,V,50734365,A3B8F5,True,True,True
N211NN,N211NN,N211NN,EMBRAER S A,ERJ 170-200 LR,5,5,2015,20150825,V,50337162,A1BE72,True,True,True
N948AT,N948AT,N948AT,BOEING,717-200,5,5,1999,19991221,V,53225362,AD2AF2,True,True,True
N894AT,N894AT,N894AT,BOEING,717-200,5,5,2004,20041118,V,53052102,AC5442,True,True,True
N240NN,N240NN,N240NN,EMBRAER S A,ERJ 170-200 LR,5,5,2016,20160920,V,50430470,A23138,True,True,True
N923AT,N923AT,N923AT,BOEING,717-200,5,5,2005,20050926,V,53144541,ACC961,True,True,True
N931AK,N931AK,N931AK,BOEING,737-9,5,5,2021,20211201,V,53164552,ACE96A,True,True,True
N278NN,N278NN,N278NN,EMBRAER S A,ERJ 170-200 LR,5,5,2019,20190517,V,50542555,A2C56D,True,True,True
N8915Q,N8915Q,N8915Q,BOEING,737-8,5,5,2024,20240117,V,53046041,AC4C21,True,True,True
N341RW,N341RW,N341RW,BOEING,737-8,5,5,2018,20181230,V,50741221,A3C291,True,True,True
N892AT,N892AT,N892AT,BOEING,717-200,5,5,2004,20040802,V,53046324,AC4CD4,True,True,True
N980AT,N980AT,N980AT,BOEING,717-200,5,5,2002,20021015,V,53325466,ADAB36,True,True,True
N204NN,N204NN,N204NN,EMBRAER S A,ERJ 170-200 LR,5,5,2015,20150519,V,50321030,A1A218,True,True,True
N304KM,N304KM,N304KM,EMBRAER S A,ERJ 170-200 LR,5,5,2022,20221229,V,50627433,A32F1B,True,True,True
N17302,N17302,N17302,BOEING,737-8,5,5,2023,20230501,V,50223305,A126C5,True,True,True
N319DU,N319DU,N319DU,AIRBUS CANADA LP,BD-500-1A11,5,5,2023,20231031,V,50664236,A3689E,True,True,True
N353NW,N353NW,N353NW,AIRBUS INDUSTRIE,A320-212,5,5,1998,19980414,V,50770463,A3F133,True,True,True
N47291,N47291,N47291,BOEING,737-8,5,5,2023,20230104,V,51346065,A5CC35,True,True,True
N792JB,N792JB,N792JB,EMBRAER,ERJ 170-100 SE,5,5,2005,20050208,V,52540075,AAC03D,True,True,True
N943AT,N943AT,N943AT,BOEING,717-200,5,5,1999,19990923,V,53214137,AD185F,True,True,True
N207AN,N207AN,N207AN,EMBRAER,ERJ 170-200 LR,5,5,2015,20150607,V,50326021,A1AC11,True,True,True
N293NN,N293NN,N293NN,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,5,5,,,V,50600730,A301D8,True,True,True
N985AK,N985AK,N985AK,BOEING,737-9,5,5,2023,20230816,V,53336701,ADBDC1,True,True,True
N17296,N17296,N17296,BOEING,737-8,5,5,2023,20230227,V,50222115,A1244D,True,True,True
N324SH,N324SH,N324SH,BOEING,737-8,5,5,2020,20201221,V,50677304,A37EC4,True,True,True
N947DZ,N947DZ,N947DZ,BOEING,737-9GPER,5,5,,,V,53223614,AD278C,True,True,True
N981NN,N981NN,N981NN,BOEING,737-823,5,5,2015,20151116,V,53330024,ADB014,True,True,True
N716NK,N716NK,N716NK,AIRBUS S A S,A321-271NX,5,5,2024,20240202,V,52311615,A9938D,True,True,True
N906AT,N906AT,N906AT,BOEING,717-200,5,5,2001,20010412,V,53102610,AC8588,True,True,True
N136AN,N136AN,N136AN,AIRBUS,A321-231,5,5,2015,20150430,V,50110610,A09188,True,True,True
N77552,N77552,N77552,BOEING,737-9,5,5,2023,20230320,V,52477274,AA7EBC,True,True,True
N77295,N77295,N77295,BOEING,737-824,5,5,2005,20050830,V,52472046,AA7426,True,True,True
N8918Q,N8918Q,N8918Q,BOEING,737-8,5,5,2024,20240125,V,53046212,AC4C8A,True,True,True
N263AK,N263AK,N263AK,BOEING,737-990ER,5,5,2016,20160910,V,50505054,A28A2C,True,True,True
N992AU,N992AU,N992AU,AIRBUS,A321-231,5,5,2016,20161020,V,53355044,ADDA24,True,True,True
N660AW,N660AW,N660AW,AIRBUS INDUSTRIE,A320-232,5,5,2000,20000705,V,52132116,A8B44E,True,True,True
N330TJ,N330TJ,N330TJ,BOEING,737-8,5,5,2023,20230817,V,50713601,A39781,True,True,True
N77579,N77579,N77579,BOEING,737-9,5,5,2023,20231019,V,52477411,AA7F09,True,True,True
N336TM,N336TM,N336TM,BOEING,737-8,5,5,2023,20230928,V,50726716,A3ADCE,True,True,True
N809AW,N809AW,N809AW,AIRBUS INDUSTRIE,A319-132,5,4,1999,19991206,V,52601541,AB0361,True,True,True
N102DU,N102DU,N102DU,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10,5,5,,,V,50006200,A00C80,True,True,True
N895AT,N895AT,N895AT,BOEING,717-200,5,5,2004,20050120,V,53053771,AC57F9,True,True,True
N650AW,N650AW,N650AW,AIRBUS INDUSTRIE,A320-232,5,5,1998,19981013,V,52106317,A88CCF,True,True,True
N654AW,N654AW,N654AW,AIRBUS INDUSTRIE,A320-232,5,5,1999,19990830,V,52115653,A89BAB,True,True,True
N991AU,N991AU,N991AU,AIRBUS,A321-231,5,5,2016,20160930,V,53353155,ADD66D,True,True,True
N144AN,N144AN,N144AN,AIRBUS,A321-231,5,5,2015,20150807,V,50130631,A0B199,True,True,True
N774XF,N774XF,N774XF,AIRBUS,A319-112,5,5,2003,20181217,V,52474766,AA79F6,True,True,True
N931AM,N931AM,N931AM,AIRBUS,A321-231,5,5,2017,20170216,V,53164554,ACE96C,True,True,True
N8919K,N8919K,N8919K,BOEING,737-8,5,5,2024,20240206,V,53046250,AC4CA8,True,True,True
N708AL,N708AL,N708AL,BOEING,737-9,5,5,2023,20231114,V,52271121,A97251,True,True,True
N8907L,N8907L,N8907L,BOEING,737-8,5,5,2024,20240215,V,53044254,AC48AC,True,True,True
N123NN,N123NN,N123NN,AIRBUS,A321-231,5,5,2014,20140919,V,50060020,A06010,True,True,True
N909AM,N909AM,N909AM,AIRBUS,A321-231,5,5,2017,20170915,V,53110247,AC90A7,True,True,True
N713NK,N713NK,N713NK,AIRBUS,A321-271NX,5,5,2024,20240202,V,52304150,A98868,True,True,True
N904AA,N904AA,N904AA,AIRBUS,A321-231,5,5,2017,20170629,V,53077011,AC7E09,True,True,True
N165NN,N165NN,N165NN,AIRBUS,A321-231,5,5,2016,20160630,V,50202572,A1057A,True,True,True
N987NK,N987NK,N987NK,AIRBUS,A320-271N,5,5,2023,20231101,V,53343133,ADC65B,True,True,True
N703NK,N703NK,N703NK,AIRBUS S A S,A321-271NX,5,5,2023,20230712,V,52260351,A960E9,True,True,True
N940AT,N940AT,N940AT,BOEING,717-200,5,5,1999,19991103,V,53206472,AD0D3A,True,True,True
N934AA,N934AA,N934AA,AIRBUS,A321-231,5,5,2017,20170425,V,53172206,ACF486,True,True,True
N112DU,N112DU,N112DU,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10,5,5,2019,20190418,V,50031777,A033FF,True,True,True
N466AN,N466AN,N466AN,AIRBUS,A321-253NX,5,5,2022,20221220,V,51327762,A5AFF2,True,True,True
N785BR,N785BR,N785BR,EMBRAER,ERJ 170-100 SE,5,5,2004,20041105,V,52521502,AAA342,True,True,True
N932AM,N932AM,N932AM,AIRBUS,A321-231,5,5,2017,20170309,V,53166443,ACED23,True,True,True
199NV,199NV,N199NV,AIRBUS,A320-214,5,5,2016,20160625,V,50305332,A18ADA,True,True,True
N993AN,N993AN,N993AN,AIRBUS,A321-231,5,5,2016,20161103,V,53356725,ADDDD5,True,True,True
N162AA,N162AA,N162AA,AIRBUS,A321-231,5,5,2016,20160516,V,50174435,A0F91D,True,True,True
N874UA,N874UA,N874UA,AIRBUS,A319-132,5,5,,,V,53003365,AC06F5,True,True,True
251NV,251NV,N251NV,AIRBUS,A320-214,5,5,2017,20171011,V,50456165,A25C75,True,True,True
N922AT,N922AT,N922AT,BOEING,717-200,5,5,2005,20050525,V,53142652,ACC5AA,True,True,True
N989NK,N989NK,N989NK,AIRBUS,A320-271N,5,5,2024,20240209,V,53346711,ADCDC9,True,True,True
N900UW,N900UW,N900UW,AIRBUS,A321-231,5,5,2017,20170406,V,53070403,AC7103,True,True,True
N715NK,N715NK,N715NK,AIRBUS,A321-271NX,5,5,2024,20240131,V,52307726,A98FD6,True,True,True
N894UA,N894UA,N894UA,AIRBUS,A319-132,5,5,2006,20170531,V,53052763,AC55F3,True,True,True
N782SM,N782SM,N782SM,EMBRAER,ERJ 170-100SU,5,5,2004,20040603,V,52514620,AA9990,True,True,True
N113DQ,N113DQ,N113DQ,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10,5,5,2019,20190520,V,50033662,A037B2,True,True,True
N13716,N13716,N13716,BOEING,737-724,5,5,1998,19981203,V,50113714,A097CC,True,True,True
N986AN,N986AN,N986AN,AIRBUS,A321-231,5,5,2016,20160826,V,53340573,ADC17B,True,True,True
N639FR,N639FR,N639FR,AIRBUS,A321-271NX,5,5,2024,20240313,V,52057670,A85FB8,True,True,True
N635FR,N635FR,N635FR,AIRBUS,A321-271NX,5,5,2024,20240207,V,52050334,A850DC,True,True,True
N953AT,N953AT,N953AT,BOEING,717-200,5,5,2000,20000911,V,53237736,AD3FDE,True,True,True
295NV,295NV,N295NV,AIRBUS,A320-214,5,5,,,V,50604515,A3094D,True,True,True
N603AT,N603AT,N603AT,BOEING,717-200,5,5,2001,20010720,V,51751166,A7D276,True,True,True
N128DU,N128DU,N128DU,AIRBUS CANADA LTD PTNRSP,BD-500-1A10,5,5,2019,20191121,V,50070710,A071C8,True,True,True
N786SM,N786SM,N786SM,EMBRAER,ERJ 170-100 SE,5,5,2004,20041120,V,52524154,AAA86C,True,True,True
N8921Q,N8921Q,N8921Q,BOEING,737-8,5,5,2024,20240320,V,53047514,AC4F4C,True,True,True
N891AT,N891AT,N891AT,BOEING,717-200,5,5,2004,20040429,V,53044435,AC491D,True,True,True
N54711,N54711,N54711,BOEING,737-724,5,5,1998,19980918,V,51572202,A6F482,True,True,True
N991NK,N991NK,N991NK,AIRBUS,A320-271N,5,5,2024,20240320,V,53353620,ADD790,True,True,True
N321TG,N321TG,N321TG,BOEING,737-8,5,5,2023,20230808,V,50671667,A373B7,True,True,True
N638FR,N638FR,N638FR,AIRBUS S A S,A321-271NX,5,5,2024,20240322,V,52056001,A85C01,True,True,True
N151AN,N151AN,N151AN,AIRBUS,A321-231,5,5,2015,20151113,V,50146763,A0CDF3,True,True,True
N794JH,N794JH,N794JH,EMBRAER,ERJ 170-100 SE,5,5,2005,20050301,V,52543661,AAC7B1,True,True,True
N69830,N69830,N69830,BOEING,737-924ER,5,5,2014,20140626,V,52245510,A94B48,True,True,True
N111US,N111US,N111US,AIRBUS INDUSTRIE,A320-214,5,5,1999,19991227,V,50030675,A031BD,True,True,True
N140AN,N140AN,N140AN,AIRBUS,A321-231,5,5,2015,20150714,V,50121275,A0A2BD,True,True,True
N616NN,N616NN,N616NN,BOMBARDIER INC,CL-600-2D24,5,5,2017,20230928,V,52003101,A80641,True,True,True
N629NN,N629NN,N629NN,BOMBARDIER INC,CL-600-2D24,5,5,2015,20150629,V,52034345,A838E5,True,True,True
N139AN,N139AN,N139AN,AIRBUS,A321-231,5,5,2015,20150722,V,50116255,A09CAD,True,True,True
N149AN,N149AN,N149AN,AIRBUS,A321-231,5,5,2015,20151027,V,50142054,A0C42C,True,True,True
N17564,N17564,N17564,BOEING,737-9,5,5,2023,20230623,V,50227407,A12F07,True,True,True
N961AT,N961AT,N961AT,BOEING,717-200,5,5,2001,20010502,V,53257757,AD5FEF,True,True,True
N641FR,N641FR,N641FR,AIRBUS S A S,A321-271NX,5,5,2024,20240327,V,52064577,A8697F,True,True,True
N960DZ,N960DZ,N960DZ,BOEING,737-9GPER,5,5,,,V,53256211,AD5C89,True,True,True
N382DN,N382DN,N382DN,AIRBUS,A321-211,5,5,2019,20190706,V,51061420,A46310,True,True,True
N956AK,N956AK,N956AK,BOEING,737-9,5,5,2023,20230103,V,53245373,AD4AFB,True,True,True
N15710,N15710,N15710,BOEING,737-724,5,5,1998,19980830,V,50163304,A0E6C4,True,True,True
N990AU,N990AU,N990AU,AIRBUS,A321-231,5,5,2016,20161019,V,53351266,ADD2B6,True,True,True
N912AN,N912AN,N912AN,BOEING,737-823,5,5,1999,19990624,V,53117046,AC9E26,True,True,True
N790MK,N790MK,N790MK,EMBRAER,ERJ 170-100 SE,5,5,2004,20050128,V,52534442,AAB922,True,True,True
N967AT,N967AT,N967AT,BOEING,717-200,5,5,2001,20010919,V,53273071,AD7639,True,True,True
N166NN,N166NN,N166NN,AIRBUS,A321-231,5,5,2016,20160729,V,50204461,A10931,True,True,True
N310JZ,N310JZ,N310JZ,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,5,5,2021,20210422,V,50643661,A347B1,True,True,True
N953AK,N953AK,N953AK,BOEING,737-9,5,5,2022,20221107,V,53237726,AD3FD6,True,True,True
N710NK,N710NK,N710NK,AIRBUS S A S,A321-271NX,5,5,2023,20230909,V,52276503,A97D43,True,True,True
N990AK,N990AK,N990AK,BOEING,737-9,5,5,2023,20230901,V,53351255,ADD2AD,True,True,True
N137AA,N137AA,N137AA,AIRBUS,A321-231,5,5,2015,20150620,V,50112463,A09533,True,True,True
245NV,245NV,N245NV,AIRBUS,A320-214,5,5,,,V,50441722,A243D2,True,True,True
N214NN,N214NN,N214NN,EMBRAER S A,ERJ 170-200 LR,5,5,2015,20150923,V,50344627,A1C997,True,True,True
N913AN,N913AN,N913AN,BOEING,737-823,5,5,1999,19990804,V,53120735,ACA1DD,True,True,True
N941AK,N941AK,N941AK,BOEING,737-9,5,5,2022,20220722,V,53210351,AD10E9,True,True,True
N929AA,N929AA,N929AA,AIRBUS,A321-231,5,5,2017,20170202,V,53157632,ACDF9A,True,True,True
N636FR,N636FR,N636FR,AIRBUS,A321-271NX,5,5,2024,20240221,V,52052223,A85493,True,True,True
N73299,N73299,N73299,BOEING,737-824,5,5,2005,20051129,V,52353056,A9D62E,True,True,True
N637FR,N637FR,N637FR,AIRBUS,A321-271NX,5,5,2024,20240229,V,52054112,A8584A,True,True,True
N312BT,N312BT,N312BT,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,5,5,2021,20210527,V,50647152,A34E6A,True,True,True
N37577,N37577,N37577,BOEING,737-9,5,5,2023,20230926,V,51044713,A449CB,True,True,True
N17328,N17328,N17328,BOEING,737-8,5,5,2023,20231227,V,50223421,A12711,True,True,True
N969AK,N969AK,N969AK,BOEING,737-9,5,5,2023,20230615,V,53276637,AD7D9F,True,True,True
N328TC,N328TC,N328TC,BOEING,737-8,5,5,2023,20230628,V,50706664,A38DB4,True,True,True
N313BS,N313BS,N313BS,EMBRAER S A,ERJ 170-200 LR,5,5,2024,20240326,V,50651040,A35220,True,True,True
N646FR,N646FR,N646FR,AIRBUS,A321-271NX,5,5,2024,20240424,V,52076022,A87C12,True,True,True
N644FR,N644FR,N644FR,AIRBUS S A S,A321-271NX,5,5,2024,20240411,V,52072244,A874A4,True,True,True
N120EE,N120EE,N120EE,AIRBUS INDUSTRIE,A321-231,5,5,2014,20140903,V,50052033,A0541B,True,True,True
N17327,N17327,N17327,BOEING,737-8,5,5,,,V,50223420,A12710,True,True,True
N130AN,N130AN,N130AN,AIRBUS,A321-231,5,5,2014,20141219,V,50075476,A07B3E,True,True,True
N147AA,N147AA,N147AA,AIRBUS,A321-231,5,5,2015,20151022,V,50136262,A0BCB2,True,True,True
N633FR,N633FR,N633FR,AIRBUS,A321-271NX,5,5,2023,20231201,V,52044556,A8496E,True,True,True
N990NK,N990NK,N990NK,AIRBUS,A320-271N,5,5,2024,20240308,V,53351731,ADD3D9,True,True,True
N983AK,N983AK,N983AK,BOEING,737-9,5,5,2023,20230629,V,53333123,ADB653,True,True,True
N321JS,N321JS,N321JS,EMBRAER S A,ERJ 170-200 LR,5,5,2014,20141217,V,50671340,A372E0,True,True,True
N341TR,N341TR,N341TR,BOEING,737-8,5,5,2023,20231220,V,50741276,A3C2BE,True,True,True
N308LD,N308LD,N308LD,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,5,5,2021,20210319,V,50637010,A33E08,True,True,True
N252NN,N252NN,N252NN,EMBRAER S A,ERJ 170-200 LR,5,5,2017,20170324,V,50460045,A26025,True,True,True
N27267,N27267,N27267,BOEING,737-8,5,5,2022,20220928,V,50530464,A2B134,True,True,True
249NV,249NV,N249NV,AIRBUS,A320-214,5,5,2017,20170803,V,50451256,A252AE,True,True,True
N355NW,N355NW,N355NW,AIRBUS INDUSTRIE,A320-212,5,5,1998,19980527,V,50774241,A3F8A1,True,True,True
N708NK,N708NK,N708NK,AIRBUS,A321-271NX,5,5,2023,20230922,V,52271574,A9737C,True,True,True
N577DN,N577DN,N577DN,AIRBUS S A S,A321-271NX,5,5,2024,20240502,V,51664302,A768C2,True,True,True
N68811,N68811,N68811,BOEING,737-924ER,5,5,2014,20140119,V,52221604,A92384,True,True,True
N8910Q,N8910Q,N8910Q,BOEING,737-8,5,5,2024,20240502,V,53045562,AC4B72,True,True,True
N37318,N37318,N37318,BOEING,737-8,5,5,2023,20231027,V,51040614,A4418C,True,True,True
N138AN,N138AN,N138AN,AIRBUS,A321-231,5,5,2015,20150626,V,50114366,A098F6,True,True,True
N37324,N37324,N37324,BOEING,737-8,5,5,2023,20231227,V,51040653,A441AB,True,True,True
N645FR,N645FR,N645FR,AIRBUS,A321-271NX,5,5,2024,20240513,V,52074133,A8785B,True,True,True
N994NK,N994NK,N994NK,AIRBUS,A320-271N,5,5,2024,20240507,V,53361265,ADE2B5,True,True,True
N17333,N17333,N17333,BOEING,737-8,5,5,,,V,50223457,A1272F,True,True,True
N640FR,N640FR,N640FR,AIRBUS S A S,A321-271NX,5,5,2024,20240524,V,52062710,A865C8,True,True,True
N17320,N17320,N17320,BOEING,737-8,5,5,2023,20231120,V,50223411,A12709,True,True,True
N27304,N27304,N27304,BOEING,737-8,5,5,2023,20230530,V,50532026,A2B416,True,True,True
N47284,N47284,N47284,BOEING,737-8,5,5,2022,20220819,V,51346025,A5CC15,True,True,True
N718NK,N718NK,N718NK,AIRBUS S A S,A321-271NX,5,5,2024,20240425,V,52315373,A99AFB,True,True,True
N36280,N36280,N36280,BOEING,737-824,5,5,2003,20031216,V,51013503,A41743,True,True,True
N872RW,N872RW,N872RW,,,,,,,,,,False,False,False
N717NK,N717NK,N717NK,AIRBUS S A S,A321-271NX,5,5,2024,20240327,V,52313504,A99744,True,True,True
N37342,N37342,N37342,BOEING,737-8,5,5,2024,20240320,V,51040757,A441EF,True,True,True
N791DK,N791DK,N791DK,EMBRAER,ERJ 170-100 LR,5,5,2004,20190508,V,52536021,AABC11,True,True,True
N69826,N69826,N69826,BOEING,737-924ER,5,5,2014,20140603,V,52245453,A94B2B,True,True,True
N953XV,N953XV,N953XV,AIRBUS,A321-253N,5,5,2018,20180201,V,53240755,AD41ED,True,True,True
N634FR,N634FR,N634FR,AIRBUS,A321-271NX,5,5,2023,20231221,V,52046445,A84D25,True,True,True
N8916Q,N8916Q,N8916Q,BOEING,737-8,5,5,2024,20240606,V,53046104,AC4C44,True,True,True
N710AL,N710AL,N710AL,BOEING,737-9,5,5,2024,20240417,V,52276030,A97C18,True,True,True
N302NB,N302NB,N302NB,AIRBUS INDUSTRIE,A319-114,5,5,1999,20000118,V,50623756,A327EE,True,True,True
N966AK,N966AK,N966AK,BOEING,737-9,5,5,2023,20230608,V,53271172,AD727A,True,True,True
N988NK,N988NK,N988NK,AIRBUS SAS,A320-271N,5,5,2024,20240524,V,53345022,ADCA12,True,True,True
N17329,N17329,N17329,BOEING,737-8,5,5,2023,20231024,V,50223422,A12712,True,True,True
N36444,N36444,N36444,BOEING,737-924ER,5,5,2010,20101220,V,51017051,A41E29,True,True,True
N992NK,N992NK,N992NK,AIRBUS,A320-271N,5,5,2024,20240403,V,53355507,ADDB47,True,True,True
N37298,N37298,N37298,BOEING,737-824,5,5,2005,20051118,V,51037355,A43EED,True,True,True
N642FR,N642FR,N642FR,AIRBUS S A S,A321-271NX,5,5,2024,20240428,V,52066466,A86D36,True,True,True
N960AK,N960AK,N960AK,BOEING,737-9,5,5,2023,20230217,V,53256060,AD5C30,True,True,True
N8926Q,N8926Q,N8926Q,BOEING,737-8,5,5,2024,20240614,V,53047773,AC4FFB,True,True,True
N17264,N17264,N17264,BOEING,737-8,5,5,2021,20211015,V,50221742,A123E2,True,True,True
N37351,N37351,N37351,BOEING,737-8,5,5,2024,20240611,V,51041021,A44211,True,True,True
N924AK,N924AK,N924AK,BOEING,737-9,5,5,2021,20211026,V,53146420,ACCD10,True,True,True
N8924Q,N8924Q,N8924Q,BOEING,737-8,5,5,2024,20240621,V,53047665,AC4FB5,True,True,True
N8895Q,N8895Q,N8895Q,BOEING,737-8,5,5,2024,20240617,V,53041132,AC425A,True,True,True
N37308,N37308,N37308,BOEING,737-8,5,5,2023,20231101,V,51040551,A44169,True,True,True
N993NK,N993NK,N993NK,AIRBUS,A320-271N,5,5,2024,20240502,V,53357376,ADDEFE,True,True,True
N27273,N27273,N27273,BOEING,737-8,5,5,2022,20221011,V,50530523,A2B153,True,True,True
N17339,N17339,N17339,BOEING,737-8,5,5,2024,20240319,V,50223465,A12735,True,True,True
N713AL,N713AL,N713AL,BOEING,737-9,5,5,2024,20240514,V,52303475,A9873D,True,True,True
N917AK,N917AK,N917AK,BOEING,737-9,5,5,2023,20230630,V,53130266,ACB0B6,True,True,True
N724NK,N724NK,N724NK,AIRBUS S A S,A321-271NX,5,5,2024,20240701,V,52331636,A9B39E,True,True,True
N780AH,N780AH,N780AH,EMBRAER,ERJ 170-100SU,5,5,2006,20060623,V,52510216,AA908E,True,True,True
N720AL,N720AL,N720AL,BOEING,737-9,5,5,2024,20240513,V,52321627,A9A397,True,True,True
N722AL,N722AL,N722AL,BOEING,737-9,5,5,2024,20240529,V,52325405,A9AB05,True,True,True
N8923Q,N8923Q,N8923Q,BOEING,737-8,5,5,2024,20240627,V,53047622,AC4F92,True,True,True
N334TL,N334TL,N334TL,BOEING,737-8,5,5,2023,20231115,V,50723137,A3A65F,True,True,True
N6700,N6700,N6700,BOEING,757-232,5,5,1999,19990924,V,52157020,A8DE10,True,True,True
N719AL,N719AL,N719AL,BOEING,737-9,5,5,2024,20240531,V,52316607,A99D87,True,True,True
N784DP,N784DP,N784DP,EMBRAER,ERJ 170-100SU,5,5,2006,20080921,V,52517673,AA9FBB,True,True,True
N993AT,N993AT,N993AT,BOEING,717-200,5,5,2002,20020621,V,53356732,ADDDDA,True,True,True
N932AT,N932AT,N932AT,BOEING,717-200,5,5,2000,20000707,V,53166451,ACED29,True,True,True
N920AN,N920AN,N920AN,BOEING,737-823,5,5,1999,19991005,V,53137067,ACBE37,True,True,True
N37319,N37319,N37319,BOEING,737-8,5,5,2023,20231004,V,51040615,A4418D,True,True,True
N788CJ,N788CJ,N788CJ,EMBRAER,ERJ 170-100 SE,5,5,2004,20041121,V,52527171,AAAE79,True,True,True
N17338,N17338,N17338,BOEING,737-8,5,5,2024,20240123,V,50223464,A12734,True,True,True
N787BP,N787BP,N787BP,EMBRAER,ERJ 170-100 LR,5,5,2005,20190325,V,52525256,AAAAAE,True,True,True
193NV,193NV,N193NV,AIRBUS,A320-214,5,5,2015,20151119,V,50272220,A17490,True,True,True
N745JB,N745JB,N745JB,EMBRAER,ERJ 170-100 SE,5,5,2005,20050520,V,52402747,AA05E7,True,True,True
N17336,N17336,N17336,BOEING,737-8,5,5,2024,20240124,V,50223462,A12732,True,True,True
N824MD,N824MD,N824MD,EMBRAER,ERJ 170-100SU,5,5,2005,20050128,V,52640316,AB40CE,True,True,True
N8928Q,N8928Q,N8928Q,BOEING,737-8,5,5,2024,20240703,V,53050101,AC5041,True,True,True
N741AK,N741AK,N741AK,EMBRAER,ERJ 170-100SU,5,5,2006,20091212,V,52373113,A9F64B,True,True,True
N17331,N17331,N17331,BOEING,737-8,5,5,2024,20240221,V,50223455,A1272D,True,True,True
N957AT,N957AT,N957AT,BOEING,717-200,5,5,2000,20000116,V,53247272,AD4EBA,True,True,True
N8929S,N8929S,N8929S,BOEING,737-8,5,5,2024,20240702,V,53050146,AC5066,True,True,True
N728NK,N728NK,N728NK,AIRBUS S A S,A321-271NX,5,5,2024,20240701,V,52341172,A9C27A,True,True,True
N720NK,N720NK,N720NK,AIRBUS S A S,A321-271NX,5,5,2024,20240627,V,52322302,A9A4C2,True,True,True
N970AT,N970AT,N970AT,BOEING,717-200,5,5,2001,20011210,V,53301667,AD83B7,True,True,True
N28457,N28457,N28457,BOEING,737-924ER,5,5,2012,20120918,V,50557776,A2DFFE,True,True,True
N978AT,N978AT,N978AT,BOEING,717-200,5,5,2002,20020628,V,53320557,ADA16F,True,True,True
N47332,N47332,N47332,BOEING,737-8,5,5,2024,20240205,V,51347433,A5CF1B,True,True,True
N206NN,N206NN,N206NN,EMBRAER S A,ERJ 170-200 LR,5,5,2015,20150607,V,50324606,A1A986,True,True,True
N707AL,N707AL,N707AL,BOEING,737-9,5,5,2023,20231113,V,52267232,A96E9A,True,True,True
